v1,v2
ham,"Your GoSURF has expired. Go for more GBs with Go50! Enjoy 5GB data for ALL websites and apps + unli allnet texts for 3 days, for only P50. Just access the GlobeOne app at bit.ly/globeone to register."
ham,"Long time no talk? Worry no more with Globe Rewards! For only 2 Rewards points, get UNLIMITED CALLS to Globe/TM valid for 1 day. Redeem now using your 4 point/s as of July 17 via the GlobeOne app at glbe.co/NewGlobeONE and catch up all day long."
ham,"Your package P6402UTQY3AB is out for delivery. Please prepare COD payment of 210.84 PHP, your rider is 09631525939. THANK YOU!"
ham,You have paid P110.00 of GCash to Bonchon UPTC B on 11-17-22 02:47:38 PM. Ref. No. 453076024.
ham,Earn GigaPoints to get FREE GIGA promos on the GigaLife App. Earn up to 10% GigaPoints when you load or up to 5% GigaPoints when you subscribe to GIGA promos on GigaLife smrt.ph/GigaLifeApp See what you can do on GigaLife: bit.ly/gigalfeapp
ham,HUWAG PO KAYONG MANIWALA SA TEXT NA NAG-AALOK NG TRABAHO NA MAY PANGAKO NA MALAKING SWELDO. ITO PO AY ISANG SCAM.
spam,"BDO ALERT According to R.A 11934, you are required to update your mobile number and allow BDO notifications. https://bdocares-ph.com/"
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,ATE MHEL AAAAAAAHHHHHH OMG NAIIYAK AKO NAKABILI AKO TICKET NG CONCERT FOR SEVENTEEN HNGGGGGGG BINAYARAN MUNA NG FRIEND KO I AM SO HAPOY OMAGHAD MAKIKITA KO SI WOOZI
spam,Good day! We are from Buyer's Deals Philippines. Regarding with your 80% Discounted Random Item. Your Shipment is on its way! Here’s a recap of your tracking details: (alam nila name mo)
ham,Nasa 403 lang akooo
ham,May nagbanggaan here 💀 wait ka daw ng 15 mins kasi we will ikot ><
ham,"NDRRMC: (5:00AM, 25Sept22) Signal
 #3 sa Nueva Ecija, Bulacan, at Rizal. Malakas na hangin ang inaasahan sa loob ng 18 oras. Lahat ay pinag-iingat."
ham,"You have been successfully loaded GS50ORSEM P50. Trace No.
 568034508 06/04/2022 14:35:35.618.
 More Globe/TM txt promos? INFO to 8080 4 free"
ham,19Oct09:56 PM Regular Load: P1.00 Exp: 07Sep2023 01:48PM Magic Data (No Expiry) MB: 2159.98 GigaPoints: 10.00
ham,"You have received P100.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P144.03 09-03-22 01:24 PM.
 Ref. No. 3005767655726. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"Congratulations! Your account is now fully verified. You can use Send Money, Online Cash In, Bank Transfer, and more! Thank you for using GCash."
ham,Saan ka na
ham,Eto asa korean palace pa kami ><
ham,The package 9868-8246-ZVPU is out for delivery today. Please prepare cash payment of P453. You can reach your ka-GGX rider at +639154891078.
ham,"You're now registered to Go90 for Students! Enjoy 8GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2021-03-10, 17:53:13."
ham,"It's never too late to be GInsured from COVID-19 for up to P421,500 total coverage. Let's continue to be safe, together we can win this battle! FREE COVID-19 coverage is extended to additional 10K customers! Price starts as low as P300/year and includes Dengue coverage, visit go.gcash.com/insurance and subscribe now! No advisories? Tap go.gcash.com/optout."
ham,"3/3 In stores, Smart validates the identity of customers with the added verification of the customer's photo. Stay safe and be #CyberSmart"
ham,"Your payment of P749.00 to Riot Games has been successfully processed on 07-18-22 01:36:14 AM.
 Ref. No. 447984858"
ham,"GigaDays is still here! Redeem promos at 50% OFF using GigaPoints every 19th-22nd of the month! Get 5X GigaPoints & see NEW promos to redeem, only on GigaLife smrt.ph/GigaLifeApp"
ham,"Hi! We're glad to inform you that we've successfully completed our system activity. You may now register to promos and loans, redeem rewards and use roaming promos again. Take care!"
spam,Maglaro ngayon DAVYNE NIOORE G. sa patok na Online Game ang Winning plus! makakakuha ka ng  5499 at 3% sa bawat deposito! ZMh0sqGO6XI= w5npl7s777.com/777
ham,You have fully consumed your VIDEO EVERY DAY today.
ham,Si Tita pam ataaaaa 0.0
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,"- EMMANUEL ABULENCIA Ayon sa
 aming records, lampas 3 buwan na mula nang inyong 2nd dose. Magpunta sa anumang AstraZeneca sites para sa iyong COVID-19 booster shot. I-check ang Jun-Andeng Facebook para sa detalye #BakunadoAntipolo No Messages? Send STOP to 21585798."
spam,"I was trying to contact you, but the natural of the signal, was poor you can contact me at this Email (tavidjturner@gmail.com) info."
ham,"Hi! We hope you're safe despite the earthquake near your area. Here are a few earthquake safety tips for you and your loved ones: 1) Store enough food and water. 2) Prepare an emergency bag with a flashlight, extra batteries, candles, and a first aid kit. 3) Be ready with extra clothes and a hygiene kit should there be a need to evacuate. 4) Charge your phones and power banks, and ensure communication lines remain open. Take care and stay safe!"
ham,"We're giving you some love this Valentine's season with BLACKPINK
 <THE SHOW> official concert merchandise! Ha-how you like that? Get a chance to win these and other prizes for as low as 1 point by texting REDEEM REWARDSRAFFLEGP5 to
 4438. Per DTI Fair Trade Permit No. FTEB-113891, series of 2021. #EverydayIsAReward"
spam,Maglaro ngayon [name] sa patok na Online Game ang Winning plus! makakuha ka ng 5499 at 3% sa bawat deposito! F8bpY8uJwMg=w5npl7s777.com/777
ham,"Need more data, at the same budget? GlobeOne's got you! Enjoy additional 2GB data with your Go50 and Go+99 when you register using the GlobeOne app. Download the app today at https://globeone.onelink.me/ej7I/G1SM
 S. No advisories? Text OFF to 2686 for free."
ham,MARAMING SALAMAT TALAGA PO.
ham,"You have earned 2 Globe Rewards point/s. Your points balance as of today is 12.6. Points earned in 2021 are only valid for redemption until 03/31/2022.
 Download the Globe Rewards app via http://glbe.co/GRewardsApp to know the list of items you can redeem and partner stores where you can use your points as cash."
spam,"We have approved your interview on <Date>, and can easily get 2800P. Please contact in time: <link>"
ham,"NDRRMC: (5:55PM, 25Sept22) Signal
 #5 sa Pampanga at Rizal. Malakas na hangin ang inaasahan sa loob ng 12 oras. Lahat ay pinag-iingat."
ham,Hello po doc! Pwede po kami magpa-check up sa braces namin nang Sabado? (Si Davyne at Derryl Nessie Gabriel po ito)
ham,"Your payment of P260.00 to Google has been successfully processed on 02-05-21 12:01:59 AM. Ref. No.
 399160526 Tap
 https://gcashapp.page.link/KbWv to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash."
ham,Kasama ko manager ko and yung mga npd team if ever ><
ham,"You have received P500.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P716.63 10-13-21 09:14 AM.
 Ref. No. 3002404344948. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"You're now registered to Go90 for Students! Enjoy 8GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-12-09, 12:54:32."
ham,Good morning! I have followed up with the logistics team and they have confirmed that Sir Angway has already received the parcel! Its a powebank po with a connector! Has he received it po? Thank you so much!!!
spam,"Kumusta (Name), Taos puso ka naming inaanyayahan na maglaro ng T1BET! B8re0cEdNgQ= Magrehistro ngayon para makakuha ng 50 SLOT GAME at 3000 bonus sa bawat Deposito! tiibt34u.com/888-MASWERTE"
spam,"True send bonus SL0T, registrat bonus, first top-up bonus, daily deposit bonus, weekly and monthly bonus, Web: win-x.life Winner !o"
ham,2/2 Discover MORE promos in the GigaLife App and get MORE points! You can use the points to redeem FREE promos. smrt.ph/GigaLifeApp
ham,"You have paid P50.00 of GCash to purchase GoSURF50 for 09950056992 on 04-24-22 08:04 AM. Your GCash
 balance is P77.38. Ref. No. 580118316."
spam,"ZOREN NATHANIEL Y.! Try playing winning+ to win and get an iPhone 14 Promax right away, plus a bonus of 7777! w78p.com/7777WIN"
spam,"I am 30 years old and single. I want to find a mature male partner, please add my wa https://bit.ly/3FHpxaK to chat"
ham,Use 993747 for two-factor authentication on Facebook.
ham,"Sorry, you have entered an invalid keyword. Please make sure your keyword is correct with no extra characters and spaces. For more info on promos, dial *143#, FREE from your Globe/TM mobile phone."
ham,"Buy load, subscribe to promos, monitor your accounts, and redeem Globe Rewards easily with the New GlobeOne App. Download it via https://glbe.co/NewGlobeONE now."
ham,P20.00 prepaid credits was loaded to ur mobile# 09568301222. Trace No: 1626796189 06/29/2022 02:49PM.
ham,Hi! We're happy to inform you that our system activity is now completed. You can now use our loan services. Thank you.
ham,Your Twitch verification code is: 7847840
ham,Nasa bbaa kami wru. Di nagsesend sa messenger
spam,DERRYL NESSIE G. ! Try our 8888 free bonus for you! What are you wating for? Just register at W+! winplus8888.com/HOT8888 WrrC642.
ham,"Your Fund Transfer of PHP1,000.00 to LANDBANK account ending in 7675 was SUCCESSFUL. Call (+632) 8405-
 7000 for any discrepancy."
ham,"Smartees, get FREE GIGA promos on the GigaLife App using GigaPoints!
 Earn up to 10% GigaPoints when you load or up to 5% GigaPoints when you subscribe to GIGA promos on GigaLife smrt.ph/GigaLifeApp Watch how to earn more GigaPoints: bit.ly/glgigpoints"
ham,Saan kayoooo
ham,"Oo, pero baka lang, san tayo magkikita if ever?"
spam,"DERRYL NESSIE G.,Suggest ko na idownload mo ang http://gjgtjl.com, magbukas ng account at may Â¤10"
ham,"Pero if d ka pupunta, then wag na AHAHAHAHAHA"
ham,Your Go50 promo has expired. Get 2GB more for FREE with your Go50! Just register to Super Xclusive Go50 in the New GlobeOne app using your GCash or credit/debit card to get a total of 7GB data for all sites plus unli allnet texts for 3 days. Get it now via https://glbe.co/NewGlobeONE.
ham,"You have received P1000.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P1785.50 08-19-21 10:30 PM. Ref. No. 3001975338731. Use
 now to buy load, purchase items, send money, pay bills and a lot more!"
ham,Asa coffee and tails ako ngayon eh ><
ham,GCash limits maxed out? You can still get paid via Bank Transfer! Your customers can send payments directly from GCash to any of our 50+ partner banks. Tap Bank Transfer in your GCash app today!
ham,17Oct08:19 PM Regular Load: P1.00 Exp: 07Sep2023 01:48PM Magic Data (No Expiry) MB: 3915.52 GigaPoints: 10.00
spam,"Hi CELINE SAGE P., Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot.
Download now at wclubpremyo.com/PusoySabong or search Winner Club at Play Store. Redeem code : <8833> (Please go to Deposit/BUY, then enter Redeem code.)"
ham,Your Shareable Data will expire in 60 minutes. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Stay connected with family and friends even without load! To borrow, just send the keyword to 3733: COMBOSOS for 2 mins of calls and 2 texts to Globe/TM, TXTSOS for 10 allnet texts, or MBSOS for 15MB. These promos are all valid for 1 day and P6 (P5 and P1 service fee) will be collected on your next reload."
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09950056992 on 10-27-21 09:45 AM.
 Your GCash balance is P324.32. Ref. No. 536367400."
ham,"Everybody can be a winner with GigaMania! Spin & Win for FREE EVERY DAY to get INSTANT prizes like SM vouchers, GIGA promos, 10 GB & more! Plus join Mania Hunt & find freebies hiding inside GigaLife or complete Special Missions for more PRIZES! So many ways to win, only on smrt.ph/GigaLifeApp"
ham,"NDRRMC: (12:10PM, 11Oct21) Orange
 Rainfall Warning sa Pangasinan. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa."
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 880384 for Fund Transfer amounting to PHP500.00. Ref No: 67AF"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-11-22, 09:02:19."
ham,Waleyz namarn AHAHAHAH
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-07-27, 18:32:57."
ham,Use 522602 for two-factor authentication on Facebook.
ham,Ok ba yung belo na sundcreen na tinted?
ham,You have sent P50.00 of GCash on 2022-Oct-22 03:59:53 AM to GrabPay account ending in 2475. Convenience fee for this transaction is P15.00. Your new balance is P256.00 with GCash Ref. No. 4006413765060 & InstaPay Trace No. 668280. Thank you for using GCash!
ham,"You have received PHP 100.00 of GCash from JENNY ROSE CRISTOBAL 09567914375 w/ MSG:
 Congrats on winning the game night!!! . Ref. No. 6003901975398. To access your funds, register and download GCash now https://go.gcash.com/39Pi47R or by dialing *143#!"
ham,Thank you for purchasing Steam 100 from GCash. Your PIN is AY6L2- 5LBFR-9L8A2. Serial # is 77812079
ham,"Hi! You still need data? You can still borrow 15MB, valid for 1 day for P6 by texting MBSOS to 3733. On your next reload, just add P6 to pay for this loan."
ham,"we’ll be having our JULY GA on thursday, aug 14, at 3-5 pm! see you @everyone Topic: JUBAY JULY GA Time: Jul 14, 2022 03:00 PM
 Asia/Manila Join Zoom Meeting https://up-edu.zoom.us/j/94023568469 Meeting ID: 940 2356 8469 Passcode: JubayGA:)"
ham,"You have received P600.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P781.03 09-11-22 05:41 PM.
 Ref. No. 3005870573516. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"Sorry, you are not registered to Globe UNLITXT. To register, text UNLITXT20 to 8080. Text UNLITXT to 8080 or call
 *143# for free info. Thank you!"
ham,Madedeliver po ba yung bag ngayon?
ham,Baba na Kain na tayo
ham,"You have paid P90.00 of GCash to purchase Go90 for Students for 09568301222 on 09-08-22 01:47 PM.
 Your GCash balance is P31.03. Ref. No. 391794992."
ham,"#GigaDays is still on this MONTH! Load, earn GigaPoints & get DISCOUNTED rewards this 19th-22nd! Like surprises? Visit smrt.ph/GigaLifeApp at 9:19am!"
ham,Wehhhhh 😡
spam,"Hi DERRYL NESSIE G., Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at wclub4u.com/PusoySabong or search Winner Club at Play Store . Redeem code : <8833> (Please go to Deposit/BUY, then enter Redeem code.)"
ham,"You are now registered to Go50. Enjoy 5GB data for all sites, unli allnet texts and 1GB GoWiFi. Valid till 2022-08-29, 18:03:22."
ham,G-252978 is your Google verification code.
spam,"IF YOU REALLY GOT MY TEXT, LET ME KNOW IN nancyflores42@hotmail.com very urgent"
spam,"Earn at the comfort of your own home. ""Using your fb acc"""
ham,Zentea pa rin? :0 Tapos anong size (+cheesecake noh?)
ham,"You have sent PHP 125.00 of GCash to ADRIAN NATHANAEL LIM 09951380741 on 07-15-2022 10:08
 AM. Your new balance is PHP 85.28. Ref. No. 3005162993715"
ham,P10.00 prepaid credits was loaded to ur mobile# 09950056992. Trace No: 43876318 10/10/2021 05:01PM.
ham,"It's a SALE! Get a P20 GCash Buy Load voucher for only 5 Rewards points TODAY, June 10, 2022, starting 9AM. Just use your 8 point/s as of June 7, 2022 at glbe.co/NewGlobeONE to redeem your treat. Per DTI Fair Trader Permit FTEB-144532 Series of 2022."
ham,"You have received P600.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P625.73 05-19-22 03:46 PM.
 Ref. No. 3004550213621. Use now to buy load, purchase items, send money, pay bills and a lot more!"
spam,"WELCOME BONUS: 204 GET 204, 1004 GET 1004, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://reurl.cc/aGrrOQ"
ham,Text mo na lang daw sila if done ka na para sunduin ka nila jan 0.0
ham,"Bebbbbb may klase ngayon sa english, bloc e and f hehe"
ham,JK LEGIT NA TO
ham,"1/2 PUBLIC SERVICE ADVISORY:
 #StayVigilant! Do not click on links sent by unknown numbers containing your name."
ham,"Get 100MB data with access to ALL sites, valid for 1 day for only 2 Rewards points! It's the best time to be with Globe with exciting rewards available via the New GlobeOne app at glbe.co/NewGlobeONE."
ham,Owkaiiii 0.0 ano oras daw pala kayo uuwi? XDD
ham,You have 50 MB left in your VIDEO EVERY DAY today.
ham,Your Trinet Mins has expired. Calls made after this will now be charged to your other subscriptions or regular load.
ham,"Stream epic live games & concerts on the Smart LiveStream App! Watch UAAP, PVL, NBA & more! Best enjoyed w/ DOUBLE GIGA VIDEO+ 99.
 Download: smrt.ph/livestream"
spam,"DERRYL NESSIE G. !Halika magrehistro sa W+ upang Makatanggap ng Free spin at manalo ng IPHONEPR0MAX14, 5500 at iba pang bonuses! wlove14.com/WIN14MAX"
spam,DEAR VIP DERRYL NESSIE G.! Wherever you are try to play cockfighting here at SBET! Sign up now for the hot cockfighting platform at SBET and receive up to 88k in rewards AND FREE BET 100 CREDIT! Join now! sbetfightcork.com/SABONGNOW
ham,"Trouble managing your Smart Bro device or Prepaid Home WiFi router? Ran out of load or data? Worry no more as the GigaLife App makes it easy and simple! Add load and sign up to promos with a swipe! Also get exclusive access to the best promos! Get the GigaLife App now, it's FREE to use! smrt.ph/GigaLifeApp"
ham,De jk take ur time lang jitdi
ham,Your SURF100MB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more via the Globe Rewards App at http://glbe.co/GRewardsApp .
ham,"You have earned 1.8 point/s. Your total rewards point/s as of today is 29.58.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Download the GlobeOne app at glbe.co/GLBOne or dial *143# to know the list of exciting rewards you can redeem using your points."
ham,"When one or two texts are not enough for an emergency, borrow 10 ALLNET texts for just P6! Just send TXTSOS to 3733 or dial *143# and choose LOANS. TXTSOS is valid for 1 day and P6 will be collected on your next reload."
ham,"08Jan 11:49 GIGA VIDEO 50 loaded to 639280536997 from 639477082229.
 Ref:EV9A81I7QAFF. Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,Your account balance is 14.0. Your free text is 0.0.
ham,okay po
ham,Your SURF100MB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more via the Globe Rewards App at http://glbe.co/GRewardsApp .
spam,"I like handsome men,(link to chat)"
spam,Hello.. We are an online marketing platform whose offering an Online Homebase Business.. CLICK IF INTERESTED ONLY: http://m.me/263848518851311 Reminder ! This is NOT A JOB HIRING ! But an Online Business to help you earn extra income while at home.
ham,"Your payment of P249.00 to Riot Games has been successfully processed on 05-01-22 12:58:56 AM.
 Ref. No. 586588314"
ham,"You have sent PHP 5.00 of GCash to JEROME CEDRICK MAGTIBAY 09167778380 on 12-24-2021 09:22
 PM. Your new balance is PHP 5066.24. Ref. No. 5003056642537"
ham,Your PHP 250.00 INSTAPAY request from acct ending in 7675 to acct ending in 6992 was SUCCESSFUL. Thank you.
ham,"Your GoEXTRA99 promo will expire tomorrow. For just P10, you can extend your promo for 1 more day. Just register to GoLONGER10 via https://glbe.co/NewGlobeONE"
ham,Dito pa po ako 7/11 sir
ham,"for your bills and essentials. Even better, open your GCredit account now and get interest cashbacks for the next three months! Tap go.gcash.com/gcredit to start your GCredit journey. No advisories? Tap go.gcash.com/optout"
ham,RENZBER O. MARISCAL
ham,"Need more data, at the same budget? GlobeOne's got you! Enjoy additional 2GB data with your Go50 and Go+99 when you register using the GlobeOne app. Download the app today at https://globeone.onelink.me/ej7I/G1SM
 S. No advisories? Text OFF to 2686 for free"
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 5.2.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
ham,"Hi! As of 09/04/22 11:15, you still have 13.44MB left on your mobile internet promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"SAVING starts TODAY! GigaPay Day is only for 2 DAYS! Get discounts on selected promos using GigaPay on the GigaLife App NOW! From Oct 27 to 28, ONLY on smrt.ph/gigapayday"
ham,Your SURF250MB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more via the Globe Rewards App at http://glbe.co/GRewardsApp .
ham,"11May 11:41: GIGA VIDEO 50 loaded
 to 639280536997.
 Ref:EV9EB70YS1M7. Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,Need a mid-week treat? We got you! Enjoy a Vanilla Twirl from any Jollibee store near you for only 12 points. Truly the #BestTimeWithGlobe with more treats that you can check via the New GlobeOne app at glbe.co/NewGlobeONE. Per DTI Fair Trade Permit No. FTEB-102419 Series of 2021.
ham,2/2 Your points will remain intact and can continue to earn from your GigaLifeApp transactions. Thank you for your patience.
ham,"You're now registered to Go50 for Students! Enjoy 5GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-12-25, 12:41:55."
ham,Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 348934.
ham,"607185 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"21Jul 08:22: GIGA VIDEO 50 loaded to 639280536997. Ref:EV9GL99WSMP3.
 Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,HNGGG ><
ham,Sir nandito na Po kami sa tapat Ng rocky homes
ham,May i know who's this po? Thank you po
ham,"Enjoy UNLI DATA FOR ALL SITES with NO SPEED LIMIT, only P499 for 30
 days! DTI125323S21 Go to your Smart Bro account on GigaLife and tap UNLI DATA! smrt.ph/GigaLifeApp"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-03-19, 16:05:51."
ham,You have fully consumed your VIDEO EVERY DAY today. !!Want DOUBLE GIGA? Use *123# or smrt.ph/GigaLifeApp!
ham,[Tamashi] The hunt for demons begins right now! Download: https://tamashi.onelink.me/fWiq/83dec0 28 Giftcode: SVIP0329 Reply STOP to Opt out
ham,"You have been successfully loaded GO50 P50.00. Trace No: 1563094668
 10/16/2021 10:39AM. More Globe/TM txt promos? INFO to 8080 4 free"
ham,"You have received PHP 5.00 of GCash from ZOREN NATHANIEL YU 09289222475 w/ MSG: SALAMUCH PI
 HAHAHAHA . Your new balance is PHP 5891.24. Ref. No.
 4003007278095."
ham,Going out na kami to get Mommy. Where you na
spam,"Isang pindot may account na, nakahigang kumikita ng pera, idownload ang Global Coin Trading https://t.co/FRrSPIxHzR"
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, Netflix, Smart Livestream, iWantTFC + 1 GB for 3 days with GIGA VIDEO 50."
ham,"Nasa kalinga pa daw Leni zoren, uwi ka muna, mga 7:30 pa daw makalarating jan"
ham,"Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 160739. For your account security, do not share this code with anyone."
ham,"You have successfully registered to GoUNLI20 now with ALLNET calls. You can now enjoy your unli calls and texts to all networks and 50MB of mobile data, valid for 1 day. Maintain P1 load. Access the GlobeOne app at https://glbe.co/NewGlobeONE to manage your promo. Subject to Globe Fair Use Policy. For info, visit www.globe.com.ph/fup ."
ham,"You're now registered to Go50 for Students! Enjoy 5GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-11-25, 12:50:40."
ham,"Your OTP is 891035 using Galaxy J7 Pro(P 9). Never share this to anyone. If unauthorized, please call (632)88457788. q0uXCqkIhgZ"
ham,TAPOS CAKE HNGGGG I WANT CAKE
ham,"Your payment of P125.00 to Google has been successfully processed on 01-22-21 11:25:22 AM. Ref. No.
 394469019 Tap
 https://gcashapp.page.link/KbWv to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash."
ham,1/2 Babala mula sa NTC at Smart: Huwag magbibigay ng kahit anong impormasyon via SMS. Do not click suspicious links. Block them.
ham,"FLASH WEDNESDAY: For only 10
 points, rent movies, listen to music, read books, buy apps, and more with
 $10 Google Play Store Credits on GCash. Redeem this and other discounted vouchers via glbe.co/GRewardsApp now. Per DTI Fair Trade Permit No. FTEB-113606 Series of 2021. #EverydayIsAReward"
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 09-23-22 06:14 PM.
 Your GCash balance is P22.03. Ref. No. 304571966."
ham,"Take charge and customize your own promo with GoCREATE! Choose your promo validity, data for all sites, data for your choice of apps, and have an option to add allnet calls. PLUS get free allnet texts for every GoCREATE registration. We've also made more payment options available! You can pay via load, GCash, or credit card.
 GoCREATE is available in the New GlobeOne app at https://glbe.co/NewGlobeONE. No advisories? Text OFF to 2686 for free."
ham,Have you claimed your FREEBIE this week? Don't let it slide! Dial *123# NOW to score great deals!
spam,"it's Weekend..Walwal na tayo! 100% deposit bonus receive extra 10,000P! egamesph.com/login Sign-up now instant Free60P to try!"
ham,Owkayyyyyy
ham,Kasama din namin si kuya
ham,"Register your SIM now! It's SIMPLE, SAFE, EASY & CONVENIENT. Get
FREE 3 GB all access + UNLI ALLNET calls and texts for 1 day! Let's go: http://smart.com.ph/simreg"
ham,"Here's our biggest GoSURPRISE this summer! Enjoy up to 27GB for Go and SURF4ALL promos! Get 1GB daily for ALL SITES when you register to Go120, Go140, or SURF4ALL249 via
 GlobeOne at https://bit.ly/GlobeOne. Hurry! This is a limited offer only. No advisories? Text STOP to 2682 for free."
ham,What time ka uwi anak?
ham,"You're now registered to Go90 for Students! Enjoy 8GB, plus free 1GB for GoLEARN&WORK apps, and unli all- net texts valid till 2022-12-11, 02:16:17."
ham,"Good morning po! Doc, anong oras po kayo papasok ngayon, umaga po ba?"
ham,"Hello valued customer, thank you for your patience. You may now access CIMB on GSave Marketplace. Rest assured that your GSave funds are safe with us."
ham,2/2 ITO AY ISANG SCAM.I-REPORT SA HTTPS://NTC.GOV.PH O ITAWAG SA NTC HOTLINE 1682
ham,"You have paid P299.00 of GCash to purchase 250 Steam Wallet Codes for 09950056992 on 06-29-21 05:28 PM.
 Your GCash balance is P1148.44. Ref. No. 563739849."
ham,Nakuha ko na thank you 😁
ham,Your SURF100MB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more via the Globe Rewards App at http://glbe.co/GRewardsApp .
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 116097 for LANDBANK Mobile Banking. Ref No: 0A02"
ham,"SHOPEE: TO LOGIN TO YOUR ACCOUNT, use OTP code 424991.
 Valid for 15 mins. NEVER share this code with others, including Shopee staff. PW42aWeqbj5"
spam,"ED MATTHEW B., jackpot city REWARD CLUB! be our vip members and win more. Sign up now and get 20P and 5000CASH!, Search Now!
 *jackpotcityph. club*"
ham,Discover MORE promos on the GigaLife App and get MORE points to
ham,"256689 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"1/2 14-Jul 02:29: P50 loaded to 09289222475 for 1 year.
 Ref:9GE190CJ8D. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,Sa may side ba ng good taste or rural bank?
ham,"Hi! To help improve security & provide easier access to your transaction history, we'll begin moving confirmation messages from your text message inbox to your App Inbox. We'll start with PAY BILLS on Sep 13, then by Sep 28 SEND MONEY & BUY LOAD will
 follow. They'll be instantly accessible via your App Inbox & also available when you click the ""Activity"" button on the app which has your transaction history. We hope this makes your experience even better!"
ham,opo
spam,"BDO ALERT Your online access is suspended momentarily. To reactivate, register your device. https://bdo.mypesosavings.com/"
ham,You don't have enough balance to complete your payment of P129.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,"Let the feels take you away in this year's G Music Fest on Sep. 26, 4 PM- 10 PM with performances from HONNE, Vance Joy, and BEKA with your Globe Prepaid Music Ambassador: I Belong To The Zoo!
 Redeem your free data via glbe.co/NewGlobeONE to watch this digital concert for you, in partnership with foodpanda #GDayEveryday"
